#{"t_start": 1745837767.579715, "env_id": "None"}
r,l,t
80.0,17,1031.235643
54.0,17,1031.235652
54.0,17,1031.235659
40.0,17,1031.235667
54.0,17,1031.235675
80.0,17,1031.235683
54.0,17,1031.681268
36.0,17,1031.681325
62.0,17,1031.681337
36.0,17,1031.681346
54.0,17,1031.681354
54.0,17,1031.681361
58.0,17,1031.681369
54.0,17,1031.681376
44.0,17,1032.150606
32.0,17,1032.150662
66.0,17,1032.150676
14.0,17,1032.150685
54.0,17,1032.150693
32.0,17,1032.1507
36.0,17,1032.150708
80.0,17,1032.150717
32.0,17,1032.611734
40.0,17,1032.611795
32.0,17,1032.611811
32.0,17,1032.611822
54.0,17,1032.61183
80.0,17,1032.611839
54.0,17,1032.611847
32.0,17,1032.611856
32.0,17,1033.062565
58.0,17,1033.062615
54.0,17,1033.062624
54.0,17,1033.062631
32.0,17,1033.062637
32.0,17,1033.062644
54.0,17,1033.06265
32.0,17,1033.062657
22.0,17,1033.52583
66.0,17,1033.525879
32.0,17,1033.525889
62.0,17,1033.525896
32.0,17,1033.525903
54.0,17,1033.52591
32.0,17,1033.525916
80.0,17,1033.525923
54.0,17,1034.004485
62.0,17,1034.004544
80.0,17,1034.004558
36.0,17,1034.004567
54.0,17,1034.004575
62.0,17,1034.004583
54.0,17,1034.004591
32.0,17,1034.0046
54.0,17,1034.451178
58.0,17,1034.45123
58.0,17,1034.45124
36.0,17,1034.451247
80.0,17,1034.451253
36.0,17,1034.45126
32.0,17,1034.451267
80.0,17,1034.451273
54.0,17,1034.910569
32.0,17,1034.910622
80.0,17,1034.910632
54.0,17,1034.91064
66.0,17,1034.910647
44.0,17,1034.910654
54.0,17,1034.910661
54.0,17,1034.910667
62.0,17,1035.375263
80.0,17,1035.375317
58.0,17,1035.375327
48.0,17,1035.375334
54.0,17,1035.37534
32.0,17,1035.375347
32.0,17,1035.375354
32.0,17,1035.37536
32.0,17,1035.836038
62.0,17,1035.836096
54.0,17,1035.83611
44.0,17,1035.83612
54.0,17,1035.836128
32.0,17,1035.836137
80.0,17,1035.836145
58.0,17,1035.836153
80.0,17,1036.284731
80.0,17,1036.284783
44.0,17,1036.284792
32.0,17,1036.284799
62.0,17,1036.284806
48.0,17,1036.284813
32.0,17,1036.28482
80.0,17,1036.284827
80.0,17,1036.753969
44.0,17,1036.754021
80.0,17,1036.754031
80.0,17,1036.754038
58.0,17,1036.754044
80.0,17,1036.754051
32.0,17,1036.754058
36.0,17,1036.754065
32.0,17,1037.219381
80.0,17,1037.219437
58.0,17,1037.219447
80.0,17,1037.219454
32.0,17,1037.219461
54.0,17,1037.219468
66.0,17,1037.219474
80.0,17,1037.219481
80.0,17,1037.700521
80.0,17,1037.700576
58.0,17,1037.700588
36.0,17,1037.700595
36.0,17,1037.700602
80.0,17,1037.700609
80.0,17,1037.700615
62.0,17,1037.700622
48.0,17,1038.163985
54.0,17,1038.164044
66.0,17,1038.164058
18.0,17,1038.164067
58.0,17,1038.164075
58.0,17,1038.164083
80.0,17,1038.164091
54.0,17,1038.164099
54.0,17,1038.634077
80.0,17,1038.634136
54.0,17,1038.63415
32.0,17,1038.634161
36.0,17,1038.634169
32.0,17,1038.634177
80.0,17,1038.634186
32.0,17,1038.634194
32.0,17,1039.105738
32.0,17,1039.105796
36.0,17,1039.10581
54.0,17,1039.105821
58.0,17,1039.105829
54.0,17,1039.105837
58.0,17,1039.105845
22.0,17,1039.105853
58.0,17,1039.547007
32.0,17,1039.547064
32.0,17,1039.547076
58.0,17,1039.547085
80.0,17,1039.547093
54.0,17,1039.547101
54.0,17,1039.547109
32.0,17,1039.547116
66.0,17,1039.985623
54.0,17,1039.985676
40.0,17,1039.985686
54.0,17,1039.985693
14.0,17,1039.9857
58.0,17,1039.985707
32.0,17,1039.985713
54.0,17,1039.98572
32.0,17,1040.471497
62.0,17,1040.471553
54.0,17,1040.471565
58.0,17,1040.471573
54.0,17,1040.471581
36.0,17,1040.471589
54.0,17,1040.471597
54.0,17,1040.471605
62.0,17,1040.671598
62.0,17,1040.671655
58.0,17,1040.67167
32.0,17,1040.67168
32.0,17,1040.671688
58.0,17,1040.671697
58.0,17,1040.671705
32.0,17,1040.671713
58.0,17,1040.726138
32.0,17,1040.726188
58.0,17,1040.726202
54.0,17,1040.726212
62.0,17,1040.72622
54.0,17,1040.726229
80.0,17,1040.726237
80.0,17,1040.726245
58.0,17,1040.775336
80.0,17,1040.775386
80.0,17,1040.775399
40.0,17,1040.775407
66.0,17,1040.775415
58.0,17,1040.775422
40.0,17,1040.77543
32.0,17,1040.775437
40.0,17,1040.826078
32.0,17,1040.826125
32.0,17,1040.826139
32.0,17,1040.826149
54.0,17,1040.826157
54.0,17,1040.826166
32.0,17,1040.826174
32.0,17,1040.826181
32.0,17,1040.875001
80.0,17,1040.875037
58.0,17,1040.875046
80.0,17,1040.875051
80.0,17,1040.875055
80.0,17,1040.87506
54.0,17,1040.875065
80.0,17,1040.875069
54.0,17,1040.90562
58.0,17,1040.905652
32.0,17,1040.90566
80.0,17,1040.905665
48.0,17,1040.90567
66.0,17,1040.905675
32.0,17,1040.905679
54.0,17,1040.905684
14.0,17,1040.932399
54.0,17,1040.932434
62.0,17,1040.932443
66.0,17,1040.932448
54.0,17,1040.932453
32.0,17,1040.932457
58.0,17,1040.932462
80.0,17,1040.932467
62.0,17,1040.957278
66.0,17,1040.957307
62.0,17,1040.957314
40.0,17,1040.957319
48.0,17,1040.957324
54.0,17,1040.957328
32.0,17,1040.957333
32.0,17,1040.957337
32.0,17,1040.982015
58.0,17,1040.982044
58.0,17,1040.982052
48.0,17,1040.982057
66.0,17,1040.982061
62.0,17,1040.982066
62.0,17,1040.982071
58.0,17,1040.982075
14.0,17,1041.006299
62.0,17,1041.006329
36.0,17,1041.006337
58.0,17,1041.006342
80.0,17,1041.006347
80.0,17,1041.006352
54.0,17,1041.006357
80.0,17,1041.006361
32.0,17,1041.038364
80.0,17,1041.038453
80.0,17,1041.038481
80.0,17,1041.038498
32.0,17,1041.038514
40.0,17,1041.038531
14.0,17,1041.038548
40.0,17,1041.038565
54.0,17,1041.101603
54.0,17,1041.101636
54.0,17,1041.101644
32.0,17,1041.101648
66.0,17,1041.101653
58.0,17,1041.101658
54.0,17,1041.101662
66.0,17,1041.101667
32.0,17,1041.131888
80.0,17,1041.131927
32.0,17,1041.131936
80.0,17,1041.131943
40.0,17,1041.131949
54.0,17,1041.131955
36.0,17,1041.131961
32.0,17,1041.131967
32.0,17,1041.46412
32.0,17,1041.464177
54.0,17,1041.464192
36.0,17,1041.464201
40.0,17,1041.46421
32.0,17,1041.464218
80.0,17,1041.464226
32.0,17,1041.464234
62.0,17,1041.908005
14.0,17,1041.908065
80.0,17,1041.908079
48.0,17,1041.90809
80.0,17,1041.908098
32.0,17,1041.908107
80.0,17,1041.908115
66.0,17,1041.908123
32.0,17,1042.372605
32.0,17,1042.372665
40.0,17,1042.372679
54.0,17,1042.372689
54.0,17,1042.372697
54.0,17,1042.372706
54.0,17,1042.372714
62.0,17,1042.372722
36.0,17,1042.81994
40.0,17,1042.820001
58.0,17,1042.820018
32.0,17,1042.820027
44.0,17,1042.820036
66.0,17,1042.820044
32.0,17,1042.820052
58.0,17,1042.82006
58.0,17,1043.254131
58.0,17,1043.254189
40.0,17,1043.254201
54.0,17,1043.25421
36.0,17,1043.25422
58.0,17,1043.254228
66.0,17,1043.254236
80.0,17,1043.254244
80.0,17,1043.739643
58.0,17,1043.739698
66.0,17,1043.73971
54.0,17,1043.739719
36.0,17,1043.739727
54.0,17,1043.739735
54.0,17,1043.739742
32.0,17,1043.73975
32.0,17,1044.220064
80.0,17,1044.22012
58.0,17,1044.220136
80.0,17,1044.220146
80.0,17,1044.220154
54.0,17,1044.220162
58.0,17,1044.22017
80.0,17,1044.220178
54.0,17,1044.682164
32.0,17,1044.68222
36.0,17,1044.682232
62.0,17,1044.68224
32.0,17,1044.682249
36.0,17,1044.682256
32.0,17,1044.682264
80.0,17,1044.682272
80.0,17,1045.139722
62.0,17,1045.139773
54.0,17,1045.139784
18.0,17,1045.139791
32.0,17,1045.139798
32.0,17,1045.139805
80.0,17,1045.139812
32.0,17,1045.139819
36.0,17,1045.583659
66.0,17,1045.583718
44.0,17,1045.58373
58.0,17,1045.58374
80.0,17,1045.583748
40.0,17,1045.583756
62.0,17,1045.583764
54.0,17,1045.583771
32.0,17,1046.066915
80.0,17,1046.066975
80.0,17,1046.066988
32.0,17,1046.066996
40.0,17,1046.067005
48.0,17,1046.067013
40.0,17,1046.067021
80.0,17,1046.067028
40.0,17,1046.597749
44.0,17,1046.597807
54.0,17,1046.597817
26.0,17,1046.597825
36.0,17,1046.597831
58.0,17,1046.597838
40.0,17,1046.597845
80.0,17,1046.597852
54.0,17,1047.085081
80.0,17,1047.085145
32.0,17,1047.085161
32.0,17,1047.085171
32.0,17,1047.08518
80.0,17,1047.085188
58.0,17,1047.085196
32.0,17,1047.085205
32.0,17,1047.5649
66.0,17,1047.564953
54.0,17,1047.564964
54.0,17,1047.564972
54.0,17,1047.564987
32.0,17,1047.564994
54.0,17,1047.565001
80.0,17,1047.565007
62.0,17,1048.039998
58.0,17,1048.040062
54.0,17,1048.040072
36.0,17,1048.040079
36.0,17,1048.040085
26.0,17,1048.040091
80.0,17,1048.040097
80.0,17,1048.040104
66.0,17,1048.5312
80.0,17,1048.531267
80.0,17,1048.531277
36.0,17,1048.531285
32.0,17,1048.531291
36.0,17,1048.531299
62.0,17,1048.531306
40.0,17,1048.531313
58.0,17,1048.992986
80.0,17,1048.993045
40.0,17,1048.993059
62.0,17,1048.993068
80.0,17,1048.993076
58.0,17,1048.993084
58.0,17,1048.993092
40.0,17,1048.993099
14.0,17,1049.448282
40.0,17,1049.448367
32.0,17,1049.448383
32.0,17,1049.448393
80.0,17,1049.448401
66.0,17,1049.448411
80.0,17,1049.448419
62.0,17,1049.448427
54.0,17,1049.906275
54.0,17,1049.906338
58.0,17,1049.906349
62.0,17,1049.906357
54.0,17,1049.906363
80.0,17,1049.90637
66.0,17,1049.906378
54.0,17,1049.906384
22.0,17,1050.368579
14.0,17,1050.368633
54.0,17,1050.368643
54.0,17,1050.368649
32.0,17,1050.368656
62.0,17,1050.368663
80.0,17,1050.36867
54.0,17,1050.368677
40.0,17,1050.851168
62.0,17,1050.851221
32.0,17,1050.85123
40.0,17,1050.851238
80.0,17,1050.851244
40.0,17,1050.851251
62.0,17,1050.851258
58.0,17,1050.851264
54.0,17,1051.332878
58.0,17,1051.332947
62.0,17,1051.332957
80.0,17,1051.332964
62.0,17,1051.332971
40.0,17,1051.332978
32.0,17,1051.332984
36.0,17,1051.332991
32.0,17,1051.771046
66.0,17,1051.771121
40.0,17,1051.771132
58.0,17,1051.77114
62.0,17,1051.771147
48.0,17,1051.771153
62.0,17,1051.77116
54.0,17,1051.771167
80.0,17,1052.227123
48.0,17,1052.227175
40.0,17,1052.227185
54.0,17,1052.227192
54.0,17,1052.227199
58.0,17,1052.227206
58.0,17,1052.227212
66.0,17,1052.227218
54.0,17,1052.723892
66.0,17,1052.723948
14.0,17,1052.723959
18.0,17,1052.723968
32.0,17,1052.723975
32.0,17,1052.723984
54.0,17,1052.723991
58.0,17,1052.723999
58.0,17,1053.179993
32.0,17,1053.180065
40.0,17,1053.180082
32.0,17,1053.180091
32.0,17,1053.1801
66.0,17,1053.180108
32.0,17,1053.180116
40.0,17,1053.180124
58.0,17,1053.63755
54.0,17,1053.637606
32.0,17,1053.637622
54.0,17,1053.637632
32.0,17,1053.63764
58.0,17,1053.637648
54.0,17,1053.637656
80.0,17,1053.637664
80.0,17,1054.11338
36.0,17,1054.113433
32.0,17,1054.113443
32.0,17,1054.113451
32.0,17,1054.113457
58.0,17,1054.113464
36.0,17,1054.113471
32.0,17,1054.113477
40.0,17,1054.567887
54.0,17,1054.56794
54.0,17,1054.56795
66.0,17,1054.567957
54.0,17,1054.567964
80.0,17,1054.56797
58.0,17,1054.567977
32.0,17,1054.567984
32.0,17,1055.035715
18.0,17,1055.035767
66.0,17,1055.035778
80.0,17,1055.035785
58.0,17,1055.035791
80.0,17,1055.035798
62.0,17,1055.035805
54.0,17,1055.035812
32.0,17,1055.497458
66.0,17,1055.497513
32.0,17,1055.497523
32.0,17,1055.49753
40.0,17,1055.497537
62.0,17,1055.497544
80.0,17,1055.497551
58.0,17,1055.497558
80.0,17,1055.956858
32.0,17,1055.956934
54.0,17,1055.956948
36.0,17,1055.956957
80.0,17,1055.956964
32.0,17,1055.956972
58.0,17,1055.95698
40.0,17,1055.956989
80.0,17,1056.422442
32.0,17,1056.422494
62.0,17,1056.422503
40.0,17,1056.422511
80.0,17,1056.422517
80.0,17,1056.422524
40.0,17,1056.422531
54.0,17,1056.422537
32.0,17,1056.890905
54.0,17,1056.890956
58.0,17,1056.890965
54.0,17,1056.890972
32.0,17,1056.890979
58.0,17,1056.890986
32.0,17,1056.890993
80.0,17,1056.890999
80.0,17,1057.36196
32.0,17,1057.362015
40.0,17,1057.362025
80.0,17,1057.362032
54.0,17,1057.362039
58.0,17,1057.362046
58.0,17,1057.362052
44.0,17,1057.362059
66.0,17,1057.840082
54.0,17,1057.84014
80.0,17,1057.840154
80.0,17,1057.840164
80.0,17,1057.840172
66.0,17,1057.84018
36.0,17,1057.840189
80.0,17,1057.840196
58.0,17,1058.342671
32.0,17,1058.342729
44.0,17,1058.342743
80.0,17,1058.342752
80.0,17,1058.34276
58.0,17,1058.342768
54.0,17,1058.342777
32.0,17,1058.342785
54.0,17,1058.826056
36.0,17,1058.826108
40.0,17,1058.826118
54.0,17,1058.826125
80.0,17,1058.826132
58.0,17,1058.826138
58.0,17,1058.826145
40.0,17,1058.826152
14.0,17,1237.416377
54.0,17,1237.416466
54.0,17,1237.416484
62.0,17,1237.416494
44.0,17,1237.416503
32.0,17,1237.416511
80.0,17,1237.416519
58.0,17,1237.416528
80.0,17,1237.866955
32.0,17,1237.867013
80.0,17,1237.867026
40.0,17,1237.867035
58.0,17,1237.867044
80.0,17,1237.867052
66.0,17,1237.86706
66.0,17,1237.867069
32.0,17,1238.331982
80.0,17,1238.332042
32.0,17,1238.332056
54.0,17,1238.332065
62.0,17,1238.332073
80.0,17,1238.332082
32.0,17,1238.33209
40.0,17,1238.332098
32.0,17,1238.775559
40.0,17,1238.77563
58.0,17,1238.775642
66.0,17,1238.775651
80.0,17,1238.775659
32.0,17,1238.775667
80.0,17,1238.775676
54.0,17,1238.775684
48.0,17,1239.235543
32.0,17,1239.235603
36.0,17,1239.235617
32.0,17,1239.235626
80.0,17,1239.235634
80.0,17,1239.235642
44.0,17,1239.23565
32.0,17,1239.235657
54.0,17,1239.719242
48.0,17,1239.719316
36.0,17,1239.719326
54.0,17,1239.719333
58.0,17,1239.71934
62.0,17,1239.719347
44.0,17,1239.719354
54.0,17,1239.71936
36.0,17,1240.198665
66.0,17,1240.198723
80.0,17,1240.198738
54.0,17,1240.198748
54.0,17,1240.198756
62.0,17,1240.198765
40.0,17,1240.198773
80.0,17,1240.198781
58.0,17,1240.685731
18.0,17,1240.685791
32.0,17,1240.685803
66.0,17,1240.685812
36.0,17,1240.68582
32.0,17,1240.685829
32.0,17,1240.685837
80.0,17,1240.685844
54.0,17,1241.175039
54.0,17,1241.175101
32.0,17,1241.175111
80.0,17,1241.175118
54.0,17,1241.175125
80.0,17,1241.175132
32.0,17,1241.175138
40.0,17,1241.175145
58.0,17,1241.662206
54.0,17,1241.662266
80.0,17,1241.662279
80.0,17,1241.662288
54.0,17,1241.662296
80.0,17,1241.662304
54.0,17,1241.662312
80.0,17,1241.662319
32.0,17,1242.117825
54.0,17,1242.117878
66.0,17,1242.11789
54.0,17,1242.117898
58.0,17,1242.117905
32.0,17,1242.117911
32.0,17,1242.117918
58.0,17,1242.117925
54.0,17,1242.566351
32.0,17,1242.566408
32.0,17,1242.566422
32.0,17,1242.566431
62.0,17,1242.566439
54.0,17,1242.566447
32.0,17,1242.566455
44.0,17,1242.566463
36.0,17,1243.036871
32.0,17,1243.036924
80.0,17,1243.036935
32.0,17,1243.036942
32.0,17,1243.036949
32.0,17,1243.036955
62.0,17,1243.036962
32.0,17,1243.036969
80.0,17,1243.516003
80.0,17,1243.516062
32.0,17,1243.516077
14.0,17,1243.516087
58.0,17,1243.516095
80.0,17,1243.516104
40.0,17,1243.516112
32.0,17,1243.51612
18.0,17,1244.027637
32.0,17,1244.02771
32.0,17,1244.027726
32.0,17,1244.027736
58.0,17,1244.027745
54.0,17,1244.027752
80.0,17,1244.027761
54.0,17,1244.027769
80.0,17,1244.514051
54.0,17,1244.514105
58.0,17,1244.514114
54.0,17,1244.514121
66.0,17,1244.514127
62.0,17,1244.514133
40.0,17,1244.51414
80.0,17,1244.514147
32.0,17,1245.003196
32.0,17,1245.003247
58.0,17,1245.003257
58.0,17,1245.003264
80.0,17,1245.003271
80.0,17,1245.003278
62.0,17,1245.003284
54.0,17,1245.003291
32.0,17,1245.503175
80.0,17,1245.503226
32.0,17,1245.503235
36.0,17,1245.503243
58.0,17,1245.50325
32.0,17,1245.503257
54.0,17,1245.503265
80.0,17,1245.503271
54.0,17,1245.971186
54.0,17,1245.971263
58.0,17,1245.971273
80.0,17,1245.97128
80.0,17,1245.971288
32.0,17,1245.971295
80.0,17,1245.971301
54.0,17,1245.971308
54.0,17,1246.448135
54.0,17,1246.448189
54.0,17,1246.448199
62.0,17,1246.448206
80.0,17,1246.448213
54.0,17,1246.44822
36.0,17,1246.448226
32.0,17,1246.448233
54.0,17,1246.920793
62.0,17,1246.920847
40.0,17,1246.920857
32.0,17,1246.920864
36.0,17,1246.920871
58.0,17,1246.920878
54.0,17,1246.920885
58.0,17,1246.920891
80.0,17,1247.454933
14.0,17,1247.454994
54.0,17,1247.455007
40.0,17,1247.455016
80.0,17,1247.455024
54.0,17,1247.455032
32.0,17,1247.455039
80.0,17,1247.455047
32.0,17,1247.966058
80.0,17,1247.966118
32.0,17,1247.96613
66.0,17,1247.966138
80.0,17,1247.966146
32.0,17,1247.966154
58.0,17,1247.966161
58.0,17,1247.966168
66.0,17,1248.436205
40.0,17,1248.436257
66.0,17,1248.436266
80.0,17,1248.436274
80.0,17,1248.43628
48.0,17,1248.436287
32.0,17,1248.436294
54.0,17,1248.436301
36.0,17,1248.909734
80.0,17,1248.909797
54.0,17,1248.909807
32.0,17,1248.909814
62.0,17,1248.909828
40.0,17,1248.909834
80.0,17,1248.909841
32.0,17,1248.909847
40.0,17,1249.383279
62.0,17,1249.383336
54.0,17,1249.383345
32.0,17,1249.383352
62.0,17,1249.383358
80.0,17,1249.383365
32.0,17,1249.383372
54.0,17,1249.383378
48.0,17,1249.851355
54.0,17,1249.851413
32.0,17,1249.851427
40.0,17,1249.851436
32.0,17,1249.851444
80.0,17,1249.851453
80.0,17,1249.851461
66.0,17,1249.851469
62.0,17,1250.340717
54.0,17,1250.340773
80.0,17,1250.340785
54.0,17,1250.340794
54.0,17,1250.340802
36.0,17,1250.34081
58.0,17,1250.340818
40.0,17,1250.340826
66.0,17,1250.831844
58.0,17,1250.831903
80.0,17,1250.831917
54.0,17,1250.831927
62.0,17,1250.831935
48.0,17,1250.831943
54.0,17,1250.831951
54.0,17,1250.831959
80.0,17,1251.30642
32.0,17,1251.306473
54.0,17,1251.306484
54.0,17,1251.306491
66.0,17,1251.306498
66.0,17,1251.306504
54.0,17,1251.306511
54.0,17,1251.306518
54.0,17,1251.804
44.0,17,1251.804059
14.0,17,1251.804073
32.0,17,1251.804083
40.0,17,1251.804092
80.0,17,1251.8041
80.0,17,1251.804108
80.0,17,1251.804116
62.0,17,1252.291261
66.0,17,1252.291315
58.0,17,1252.291325
66.0,17,1252.291332
58.0,17,1252.291338
80.0,17,1252.291345
80.0,17,1252.291352
40.0,17,1252.291358
32.0,17,1252.751087
36.0,17,1252.751144
26.0,17,1252.751155
54.0,17,1252.751163
40.0,17,1252.75117
80.0,17,1252.751177
80.0,17,1252.751184
80.0,17,1252.751191
32.0,17,1253.235625
80.0,17,1253.23568
66.0,17,1253.235692
62.0,17,1253.235701
32.0,17,1253.235709
26.0,17,1253.235718
40.0,17,1253.235726
80.0,17,1253.235734
58.0,17,1253.719237
66.0,17,1253.719296
66.0,17,1253.719309
62.0,17,1253.719318
44.0,17,1253.719325
32.0,17,1253.719332
54.0,17,1253.71934
32.0,17,1253.719348
32.0,17,1254.20352
44.0,17,1254.203606
32.0,17,1254.203618
80.0,17,1254.203626
58.0,17,1254.203633
32.0,17,1254.20364
32.0,17,1254.203647
32.0,17,1254.203653
32.0,17,1254.701541
62.0,17,1254.701598
62.0,17,1254.701608
32.0,17,1254.701616
54.0,17,1254.701622
32.0,17,1254.701629
66.0,17,1254.701636
18.0,17,1254.701643
36.0,17,1255.180573
62.0,17,1255.180632
18.0,17,1255.180645
32.0,17,1255.180654
32.0,17,1255.180663
66.0,17,1255.18067
32.0,17,1255.180679
32.0,17,1255.180686
62.0,17,1255.65189
32.0,17,1255.651946
80.0,17,1255.651958
32.0,17,1255.651967
54.0,17,1255.651975
32.0,17,1255.651982
58.0,17,1255.651989
54.0,17,1255.651997
80.0,17,1256.147209
14.0,17,1256.147264
58.0,17,1256.147274
32.0,17,1256.147281
80.0,17,1256.147288
54.0,17,1256.147294
26.0,17,1256.147301
40.0,17,1256.147307
58.0,17,1256.629147
32.0,17,1256.6292
80.0,17,1256.62921
58.0,17,1256.629218
66.0,17,1256.629225
32.0,17,1256.629232
32.0,17,1256.629239
54.0,17,1256.629245
58.0,17,1257.118847
66.0,17,1257.118899
32.0,17,1257.118908
62.0,17,1257.118916
58.0,17,1257.118922
54.0,17,1257.118929
80.0,17,1257.118936
54.0,17,1257.118943
32.0,17,1257.596955
58.0,17,1257.59701
32.0,17,1257.597022
66.0,17,1257.597029
58.0,17,1257.597036
80.0,17,1257.597043
54.0,17,1257.597049
80.0,17,1257.597057
54.0,17,1258.080713
80.0,17,1258.080771
32.0,17,1258.080783
36.0,17,1258.080793
58.0,17,1258.080801
54.0,17,1258.080808
58.0,17,1258.080816
32.0,17,1258.080824
58.0,17,1258.548194
54.0,17,1258.548247
36.0,17,1258.548256
32.0,17,1258.548263
80.0,17,1258.54827
32.0,17,1258.548277
54.0,17,1258.548284
32.0,17,1258.54829
80.0,17,1259.045819
40.0,17,1259.045876
62.0,17,1259.045888
32.0,17,1259.045897
80.0,17,1259.045906
54.0,17,1259.045914
80.0,17,1259.045922
66.0,17,1259.045931
40.0,17,1259.526167
54.0,17,1259.526236
54.0,17,1259.52625
32.0,17,1259.52626
54.0,17,1259.52627
80.0,17,1259.526278
54.0,17,1259.526285
80.0,17,1259.526294
54.0,17,1260.018669
58.0,17,1260.018721
62.0,17,1260.018733
32.0,17,1260.018741
32.0,17,1260.018749
32.0,17,1260.018756
62.0,17,1260.018764
58.0,17,1260.018772
58.0,17,1260.507133
54.0,17,1260.507217
54.0,17,1260.507227
