#{"t_start": 1745837767.579715, "env_id": "None"}
r,l,t
62.0,17,815.157894
62.0,17,815.157984
40.0,17,815.15801
32.0,17,815.158043
44.0,17,815.158062
62.0,17,815.158078
32.0,17,815.158092
80.0,17,815.158108
32.0,17,815.216237
14.0,17,815.216275
54.0,17,815.216285
80.0,17,815.216292
54.0,17,815.216298
58.0,17,815.216305
54.0,17,815.21631
40.0,17,815.216314
54.0,17,815.293264
40.0,17,815.293299
58.0,17,815.293308
58.0,17,815.293315
18.0,17,815.293322
54.0,17,815.293329
80.0,17,815.293334
54.0,17,815.293341
80.0,17,815.329791
80.0,17,815.329825
48.0,17,815.329834
48.0,17,815.329841
62.0,17,815.329848
36.0,17,815.329854
80.0,17,815.32986
54.0,17,815.329867
80.0,17,815.374394
80.0,17,815.374432
32.0,17,815.374444
54.0,17,815.374453
66.0,17,815.37446
80.0,17,815.374468
80.0,17,815.374476
32.0,17,815.374484
32.0,17,815.431735
32.0,17,815.431774
32.0,17,815.431787
40.0,17,815.431797
32.0,17,815.431805
40.0,17,815.431813
40.0,17,815.431821
54.0,17,815.431828
66.0,17,815.62961
32.0,17,815.629664
54.0,17,815.629678
32.0,17,815.629687
58.0,17,815.629694
80.0,17,815.629701
80.0,17,815.629709
58.0,17,815.629716
80.0,17,816.053936
54.0,17,816.053991
80.0,17,816.054003
32.0,17,816.054012
58.0,17,816.054021
66.0,17,816.054029
66.0,17,816.054037
40.0,17,816.054045
18.0,17,816.468341
80.0,17,816.468466
14.0,17,816.468484
36.0,17,816.468495
58.0,17,816.468503
54.0,17,816.468511
32.0,17,816.468523
54.0,17,816.468536
58.0,17,816.907746
32.0,17,816.907798
54.0,17,816.907808
54.0,17,816.907815
66.0,17,816.907821
66.0,17,816.907828
62.0,17,816.907835
32.0,17,816.907841
32.0,17,817.35413
62.0,17,817.354182
66.0,17,817.354192
32.0,17,817.354199
80.0,17,817.354206
62.0,17,817.354213
54.0,17,817.354219
54.0,17,817.354226
40.0,17,817.816905
32.0,17,817.817008
26.0,17,817.81702
22.0,17,817.817028
40.0,17,817.817035
62.0,17,817.817041
32.0,17,817.817048
58.0,17,817.817055
32.0,17,818.268102
32.0,17,818.268157
40.0,17,818.268171
40.0,17,818.268179
62.0,17,818.268188
62.0,17,818.268195
54.0,17,818.268203
62.0,17,818.26821
54.0,17,818.721466
80.0,17,818.721544
18.0,17,818.721559
44.0,17,818.721568
62.0,17,818.721576
54.0,17,818.721584
80.0,17,818.721592
54.0,17,818.7216
66.0,17,819.153875
54.0,17,819.153932
54.0,17,819.153945
80.0,17,819.153955
14.0,17,819.153963
80.0,17,819.153971
58.0,17,819.153979
54.0,17,819.153986
62.0,17,819.614892
54.0,17,819.614977
66.0,17,819.614988
32.0,17,819.614996
58.0,17,819.615005
62.0,17,819.615011
32.0,17,819.615018
32.0,17,819.615024
54.0,17,820.068619
40.0,17,820.068674
54.0,17,820.068683
62.0,17,820.06869
32.0,17,820.068697
40.0,17,820.068704
66.0,17,820.068711
40.0,17,820.068717
40.0,17,820.532908
66.0,17,820.532967
32.0,17,820.532982
54.0,17,820.532993
58.0,17,820.533
32.0,17,820.533009
66.0,17,820.533017
58.0,17,820.533025
26.0,17,820.979398
32.0,17,820.979477
54.0,17,820.979492
62.0,17,820.979501
54.0,17,820.979509
62.0,17,820.979516
32.0,17,820.979524
14.0,17,820.979532
36.0,17,821.459333
18.0,17,821.459388
62.0,17,821.459397
62.0,17,821.459404
32.0,17,821.45941
54.0,17,821.459418
18.0,17,821.459424
14.0,17,821.459431
14.0,17,821.938726
32.0,17,821.938817
54.0,17,821.93883
54.0,17,821.938839
58.0,17,821.938847
40.0,17,821.938854
48.0,17,821.938861
66.0,17,821.938869
26.0,17,822.387446
80.0,17,822.387498
62.0,17,822.387507
80.0,17,822.387515
66.0,17,822.387522
44.0,17,822.387528
26.0,17,822.387535
54.0,17,822.387542
32.0,17,822.447776
54.0,17,822.447818
32.0,17,822.447827
80.0,17,822.447834
54.0,17,822.447841
40.0,17,822.447847
62.0,17,822.447854
32.0,17,822.44786
32.0,17,822.484294
36.0,17,822.484333
58.0,17,822.484343
40.0,17,822.484349
54.0,17,822.484356
32.0,17,822.484362
54.0,17,822.484369
32.0,17,822.484375
58.0,17,822.517294
58.0,17,822.517329
36.0,17,822.517339
36.0,17,822.517345
44.0,17,822.517351
54.0,17,822.517358
62.0,17,822.517364
54.0,17,822.51737
32.0,17,822.551742
54.0,17,822.551776
62.0,17,822.551786
32.0,17,822.551794
58.0,17,822.5518
54.0,17,822.551807
32.0,17,822.551814
40.0,17,822.551821
22.0,17,822.592879
44.0,17,822.592982
62.0,17,822.593013
54.0,17,822.593037
26.0,17,822.593059
54.0,17,822.593081
66.0,17,822.593103
80.0,17,822.593141
54.0,17,822.640066
66.0,17,822.640144
54.0,17,822.640173
80.0,17,822.640195
80.0,17,822.640214
66.0,17,822.640233
14.0,17,822.640252
32.0,17,822.64027
32.0,17,822.666278
44.0,17,822.66631
32.0,17,822.666319
54.0,17,822.666326
40.0,17,822.666333
80.0,17,822.666339
80.0,17,822.666346
58.0,17,822.666353
32.0,17,822.690549
40.0,17,822.69058
32.0,17,822.690589
58.0,17,822.690597
54.0,17,822.690603
40.0,17,822.69061
66.0,17,822.690616
80.0,17,822.690623
54.0,17,822.717959
32.0,17,822.71799
32.0,17,822.717999
40.0,17,822.718007
36.0,17,822.718014
58.0,17,822.71802
66.0,17,822.718027
40.0,17,822.718033
32.0,17,822.751064
32.0,17,822.751096
32.0,17,822.751105
48.0,17,822.751112
54.0,17,822.751119
54.0,17,822.751125
80.0,17,822.751131
54.0,17,822.751137
58.0,17,823.066518
32.0,17,823.066571
36.0,17,823.066583
80.0,17,823.06659
62.0,17,823.066597
80.0,17,823.066604
54.0,17,823.066611
54.0,17,823.066617
58.0,17,823.537527
32.0,17,823.537579
62.0,17,823.537589
40.0,17,823.537596
14.0,17,823.537603
62.0,17,823.53761
80.0,17,823.537617
66.0,17,823.537623
18.0,17,823.999252
54.0,17,823.999304
32.0,17,823.999313
32.0,17,823.999321
36.0,17,823.999327
32.0,17,823.999333
18.0,17,823.99934
32.0,17,823.999347
32.0,17,824.45512
36.0,17,824.455187
54.0,17,824.455197
62.0,17,824.455204
54.0,17,824.455211
36.0,17,824.455218
66.0,17,824.455225
36.0,17,824.455233
62.0,17,824.89974
80.0,17,824.899827
54.0,17,824.899837
32.0,17,824.899844
54.0,17,824.899851
54.0,17,824.899858
54.0,17,824.899864
14.0,17,824.899871
54.0,17,825.385319
40.0,17,825.38537
54.0,17,825.38538
36.0,17,825.385387
58.0,17,825.385394
54.0,17,825.385401
80.0,17,825.385407
62.0,17,825.385414
32.0,17,825.864005
32.0,17,825.864073
40.0,17,825.864084
80.0,17,825.864091
22.0,17,825.864098
62.0,17,825.864105
40.0,17,825.864111
54.0,17,825.864118
18.0,17,826.35556
62.0,17,826.355654
80.0,17,826.355668
48.0,17,826.355678
58.0,17,826.355686
32.0,17,826.355693
80.0,17,826.355701
62.0,17,826.355709
80.0,17,826.826473
36.0,17,826.826529
54.0,17,826.826542
80.0,17,826.826552
48.0,17,826.82656
32.0,17,826.826567
80.0,17,826.826576
32.0,17,826.826583
36.0,17,827.279554
40.0,17,827.279605
66.0,17,827.279614
44.0,17,827.279621
40.0,17,827.279628
80.0,17,827.279634
80.0,17,827.279641
80.0,17,827.279648
66.0,17,827.718518
40.0,17,827.718591
32.0,17,827.718601
80.0,17,827.718611
32.0,17,827.718617
54.0,17,827.718624
14.0,17,827.718631
80.0,17,827.718637
58.0,17,828.189493
54.0,17,828.189554
40.0,17,828.189569
54.0,17,828.189579
54.0,17,828.189587
36.0,17,828.189595
32.0,17,828.189602
54.0,17,828.18961
80.0,17,828.633759
62.0,17,828.633816
36.0,17,828.633828
54.0,17,828.633837
32.0,17,828.633846
36.0,17,828.633854
58.0,17,828.633862
36.0,17,828.63387
58.0,17,829.069968
62.0,17,829.07002
32.0,17,829.070031
58.0,17,829.070038
32.0,17,829.070045
62.0,17,829.070051
26.0,17,829.070058
40.0,17,829.070064
40.0,17,829.554697
54.0,17,829.554754
54.0,17,829.554768
66.0,17,829.554778
54.0,17,829.554786
32.0,17,829.554794
32.0,17,829.554801
62.0,17,829.554809
58.0,17,830.01732
58.0,17,830.01737
32.0,17,830.01738
80.0,17,830.017387
80.0,17,830.017395
32.0,17,830.017401
44.0,17,830.017408
66.0,17,830.017415
54.0,17,830.490043
48.0,17,830.490096
32.0,17,830.490106
58.0,17,830.490112
48.0,17,830.490119
32.0,17,830.490126
32.0,17,830.490133
32.0,17,830.490139
40.0,17,830.954311
54.0,17,830.954387
44.0,17,830.954398
32.0,17,830.954403
66.0,17,830.954409
44.0,17,830.954414
62.0,17,830.954419
58.0,17,830.954424
80.0,17,831.433142
54.0,17,831.433194
62.0,17,831.433204
40.0,17,831.433211
32.0,17,831.433218
18.0,17,831.433225
44.0,17,831.433232
62.0,17,831.433238
54.0,17,831.895287
40.0,17,831.895341
54.0,17,831.895351
32.0,17,831.895358
32.0,17,831.895365
36.0,17,831.895371
32.0,17,831.895377
32.0,17,831.895391
40.0,17,832.368559
80.0,17,832.36861
80.0,17,832.36862
40.0,17,832.368628
62.0,17,832.368634
66.0,17,832.368641
66.0,17,832.368648
32.0,17,832.368655
80.0,17,832.839313
62.0,17,832.839369
54.0,17,832.839382
54.0,17,832.83939
44.0,17,832.839398
40.0,17,832.839406
32.0,17,832.839415
14.0,17,832.839423
62.0,17,833.298141
62.0,17,833.298198
18.0,17,833.298208
40.0,17,833.298215
44.0,17,833.298221
26.0,17,833.298228
32.0,17,833.298234
18.0,17,833.298241
80.0,17,833.783413
32.0,17,833.783487
54.0,17,833.783502
36.0,17,833.78351
36.0,17,833.783518
54.0,17,833.783526
54.0,17,833.783533
32.0,17,833.78354
32.0,17,834.25529
80.0,17,834.255382
54.0,17,834.255398
66.0,17,834.255407
54.0,17,834.255416
40.0,17,834.255424
58.0,17,834.255431
54.0,17,834.25544
80.0,17,834.701379
80.0,17,834.701433
62.0,17,834.701447
54.0,17,834.701457
66.0,17,834.701464
40.0,17,834.701472
40.0,17,834.701479
80.0,17,834.701487
44.0,17,835.136826
66.0,17,835.136878
62.0,17,835.136887
58.0,17,835.136894
44.0,17,835.136901
54.0,17,835.136908
44.0,17,835.136914
58.0,17,835.13692
54.0,17,835.6042
58.0,17,835.604251
66.0,17,835.604262
54.0,17,835.604269
66.0,17,835.604275
62.0,17,835.604282
44.0,17,835.604289
80.0,17,835.604295
80.0,17,836.080272
80.0,17,836.080325
80.0,17,836.080334
58.0,17,836.080341
14.0,17,836.080348
54.0,17,836.080354
58.0,17,836.080361
80.0,17,836.080367
32.0,17,836.567649
32.0,17,836.567706
80.0,17,836.567719
58.0,17,836.567728
54.0,17,836.567736
36.0,17,836.567744
54.0,17,836.567752
32.0,17,836.56776
32.0,17,837.034731
36.0,17,837.034783
32.0,17,837.034793
58.0,17,837.0348
54.0,17,837.034807
40.0,17,837.034814
54.0,17,837.03482
54.0,17,837.034827
40.0,17,837.494262
66.0,17,837.494314
58.0,17,837.494323
32.0,17,837.49433
32.0,17,837.494338
54.0,17,837.494345
62.0,17,837.494352
80.0,17,837.494359
66.0,17,837.965502
54.0,17,837.965554
40.0,17,837.965564
54.0,17,837.96557
54.0,17,837.965577
80.0,17,837.965584
32.0,17,837.96559
80.0,17,837.965597
32.0,17,838.444436
54.0,17,838.44449
58.0,17,838.444501
32.0,17,838.444509
32.0,17,838.444515
32.0,17,838.444522
32.0,17,838.444528
36.0,17,838.444535
40.0,17,838.917375
32.0,17,838.91743
62.0,17,838.917443
58.0,17,838.917452
54.0,17,838.917459
48.0,17,838.917467
62.0,17,838.917475
66.0,17,838.917483
40.0,17,839.381892
80.0,17,839.38195
40.0,17,839.381962
54.0,17,839.381971
54.0,17,839.381979
54.0,17,839.381987
80.0,17,839.381995
62.0,17,839.382003
62.0,17,839.848562
14.0,17,839.848638
66.0,17,839.848651
54.0,17,839.84866
32.0,17,839.848669
32.0,17,839.848678
32.0,17,839.848686
54.0,17,839.848694
14.0,17,840.306426
58.0,17,840.306477
54.0,17,840.306487
58.0,17,840.306494
36.0,17,840.306501
36.0,17,840.306508
54.0,17,840.306514
58.0,17,840.306521
58.0,17,840.753973
22.0,17,840.754024
32.0,17,840.754033
80.0,17,840.75404
58.0,17,840.754048
54.0,17,840.754054
62.0,17,840.754061
14.0,17,840.754067
40.0,17,841.223964
62.0,17,841.22402
80.0,17,841.224032
54.0,17,841.22404
80.0,17,841.224048
40.0,17,841.224056
80.0,17,841.224064
36.0,17,841.224071
54.0,17,841.698681
54.0,17,841.698733
32.0,17,841.698742
54.0,17,841.69875
32.0,17,841.698757
80.0,17,841.698763
80.0,17,841.69877
80.0,17,841.698777
40.0,17,842.174137
32.0,17,842.174191
48.0,17,842.174201
14.0,17,842.174209
44.0,17,842.174215
18.0,17,842.174222
58.0,17,842.174229
62.0,17,842.174235
80.0,17,842.655177
62.0,17,842.65523
32.0,17,842.65524
54.0,17,842.655247
32.0,17,842.655254
66.0,17,842.655261
32.0,17,842.655267
36.0,17,842.655273
40.0,17,843.123286
40.0,17,843.123339
40.0,17,843.123349
22.0,17,843.123356
40.0,17,843.123363
80.0,17,843.123369
80.0,17,843.123376
58.0,17,843.123383
32.0,17,843.59379
32.0,17,843.593845
36.0,17,843.593856
80.0,17,843.593863
80.0,17,843.59387
32.0,17,843.593877
32.0,17,843.593884
58.0,17,843.59389
32.0,17,844.047388
66.0,17,844.047439
36.0,17,844.04745
54.0,17,844.047457
58.0,17,844.047463
54.0,17,844.047476
54.0,17,844.047482
36.0,17,844.047489
66.0,17,844.523561
32.0,17,844.523619
62.0,17,844.523632
58.0,17,844.52364
40.0,17,844.523649
32.0,17,844.523657
54.0,17,844.523664
54.0,17,844.523672
80.0,17,844.972996
32.0,17,844.973053
36.0,17,844.973068
36.0,17,844.973077
66.0,17,844.973085
32.0,17,844.973092
40.0,17,844.973101
40.0,17,844.973114
54.0,17,845.438544
40.0,17,845.438597
54.0,17,845.438607
80.0,17,845.438614
44.0,17,845.438621
62.0,17,845.438627
66.0,17,845.438633
80.0,17,845.43864
44.0,17,845.899043
62.0,17,845.899099
62.0,17,845.899113
32.0,17,845.899123
54.0,17,845.899131
54.0,17,845.899139
40.0,17,845.899146
36.0,17,845.899153
62.0,17,846.34304
14.0,17,846.343095
36.0,17,846.343107
32.0,17,846.343115
48.0,17,846.343122
80.0,17,846.34313
80.0,17,846.343138
80.0,17,846.343145
32.0,17,846.828329
14.0,17,846.828382
54.0,17,846.828393
54.0,17,846.8284
32.0,17,846.828407
80.0,17,846.828414
32.0,17,846.82842
58.0,17,846.828427
32.0,17,847.298783
32.0,17,847.298836
54.0,17,847.298846
62.0,17,847.298853
14.0,17,847.29886
54.0,17,847.298867
32.0,17,847.298873
62.0,17,847.29888
62.0,17,847.738304
32.0,17,847.738358
66.0,17,847.738369
54.0,17,847.738378
54.0,17,847.738386
80.0,17,847.738393
54.0,17,847.738401
58.0,17,847.738409
66.0,17,848.170633
14.0,17,848.17069
40.0,17,848.170703
66.0,17,848.170713
58.0,17,848.170721
44.0,17,848.170729
80.0,17,848.170737
54.0,17,848.170745
54.0,17,848.620323
54.0,17,848.62038
26.0,17,848.620393
54.0,17,848.620401
80.0,17,848.620409
40.0,17,848.620417
66.0,17,848.620425
58.0,17,848.620433
54.0,17,849.084593
14.0,17,849.084649
40.0,17,849.084661
36.0,17,849.084669
80.0,17,849.084677
80.0,17,849.084684
66.0,17,849.084692
36.0,17,849.084699
54.0,17,849.551263
80.0,17,849.551313
80.0,17,849.551323
62.0,17,849.55133
54.0,17,849.551337
40.0,17,849.551343
48.0,17,849.55135
58.0,17,849.551356
66.0,17,850.018088
32.0,17,850.018141
80.0,17,850.018151
40.0,17,850.018158
80.0,17,850.018164
40.0,17,850.018171
32.0,17,850.018178
32.0,17,850.018184
58.0,17,850.065881
58.0,17,850.065927
66.0,17,850.065938
54.0,17,850.065946
36.0,17,850.065954
32.0,17,850.065962
58.0,17,850.065969
40.0,17,850.065977
62.0,17,850.118119
54.0,17,850.118164
32.0,17,850.118178
54.0,17,850.118187
80.0,17,850.118195
58.0,17,850.118203
66.0,17,850.118211
36.0,17,850.118219
54.0,17,850.166913
62.0,17,850.166957
44.0,17,850.16697
32.0,17,850.166979
54.0,17,850.166987
40.0,17,850.166995
54.0,17,850.167002
80.0,17,850.16701
66.0,17,850.209361
66.0,17,850.209403
40.0,17,850.209416
32.0,17,850.209425
58.0,17,850.209433
36.0,17,850.20944
62.0,17,850.209447
54.0,17,850.209454
40.0,17,850.245506
62.0,17,850.245547
80.0,17,850.245561
40.0,17,850.24557
54.0,17,850.245579
32.0,17,850.245587
54.0,17,850.245595
54.0,17,850.245603
32.0,17,850.280427
40.0,17,850.280465
32.0,17,850.280474
32.0,17,850.28048
80.0,17,850.280485
32.0,17,850.280491
58.0,17,850.280496
54.0,17,850.280502
32.0,17,850.312319
54.0,17,850.312357
40.0,17,850.312368
80.0,17,850.312376
54.0,17,850.312382
62.0,17,850.312388
80.0,17,850.312395
80.0,17,850.3124
14.0,17,850.340939
54.0,17,850.341009
36.0,17,850.341034
66.0,17,850.341053
54.0,17,850.341071
44.0,17,850.341089
58.0,17,850.341106
32.0,17,850.341136
58.0,17,850.739386
80.0,17,850.739439
32.0,17,850.73945
58.0,17,850.739457
36.0,17,850.739464
62.0,17,850.739471
66.0,17,850.739478
80.0,17,850.739484
36.0,17,851.227779
58.0,17,851.227837
32.0,17,851.227849
40.0,17,851.227857
44.0,17,851.227865
36.0,17,851.227872
62.0,17,851.227879
66.0,17,851.227887
40.0,17,851.680375
80.0,17,851.680433
44.0,17,851.680446
54.0,17,851.680454
80.0,17,851.680463
54.0,17,851.680471
36.0,17,851.680479
48.0,17,851.680486
80.0,17,852.168976
80.0,17,852.169036
40.0,17,852.169049
22.0,17,852.169057
62.0,17,852.169065
66.0,17,852.169072
58.0,17,852.169079
54.0,17,852.169086
44.0,17,852.630821
36.0,17,852.630878
48.0,17,852.630892
54.0,17,852.630909
32.0,17,852.630918
32.0,17,852.630926
80.0,17,852.630934
32.0,17,852.630941
54.0,17,853.072958
58.0,17,853.073014
32.0,17,853.073027
62.0,17,853.073035
54.0,17,853.073044
54.0,17,853.073052
58.0,17,853.07306
32.0,17,853.073069
66.0,17,853.540439
54.0,17,853.540492
80.0,17,853.540502
48.0,17,853.540509
54.0,17,853.540516
54.0,17,853.540522
54.0,17,853.540529
14.0,17,853.540535
58.0,17,1008.460598
54.0,17,1008.460687
80.0,17,1008.460699
32.0,17,1008.460706
62.0,17,1008.460714
54.0,17,1008.460721
40.0,17,1008.460728
36.0,17,1008.460734
66.0,17,1008.939063
80.0,17,1008.939117
54.0,17,1008.939132
80.0,17,1008.939141
14.0,17,1008.939149
54.0,17,1008.939157
80.0,17,1008.939164
58.0,17,1008.939171
54.0,17,1009.415266
44.0,17,1009.41532
80.0,17,1009.41533
66.0,17,1009.415338
32.0,17,1009.415345
36.0,17,1009.415352
48.0,17,1009.415359
54.0,17,1009.415365
58.0,17,1009.847938
62.0,17,1009.847995
58.0,17,1009.848008
58.0,17,1009.848017
54.0,17,1009.848025
32.0,17,1009.848033
80.0,17,1009.848041
32.0,17,1009.848048
32.0,17,1010.308813
80.0,17,1010.308866
54.0,17,1010.308876
80.0,17,1010.308883
40.0,17,1010.30889
32.0,17,1010.308897
32.0,17,1010.308903
80.0,17,1010.30891
44.0,17,1010.766895
80.0,17,1010.766956
54.0,17,1010.766968
80.0,17,1010.766977
58.0,17,1010.766985
54.0,17,1010.766992
32.0,17,1010.767
40.0,17,1010.767009
40.0,17,1011.25321
54.0,17,1011.253267
44.0,17,1011.253279
32.0,17,1011.253287
80.0,17,1011.253296
58.0,17,1011.253304
54.0,17,1011.253312
22.0,17,1011.25332
80.0,17,1011.769315
14.0,17,1011.76937
40.0,17,1011.769382
32.0,17,1011.76939
66.0,17,1011.769399
54.0,17,1011.769407
32.0,17,1011.769415
54.0,17,1011.769424
32.0,17,1012.275956
32.0,17,1012.276017
22.0,17,1012.276032
48.0,17,1012.276042
66.0,17,1012.276051
32.0,17,1012.276059
54.0,17,1012.276068
54.0,17,1012.276076
80.0,17,1012.760158
54.0,17,1012.760213
36.0,17,1012.760226
58.0,17,1012.760235
32.0,17,1012.760243
48.0,17,1012.760251
36.0,17,1012.760259
66.0,17,1012.760267
32.0,17,1013.22227
32.0,17,1013.222322
32.0,17,1013.222333
40.0,17,1013.22234
62.0,17,1013.222347
32.0,17,1013.222354
32.0,17,1013.222361
40.0,17,1013.222368
32.0,17,1013.699594
62.0,17,1013.699648
62.0,17,1013.699658
32.0,17,1013.699666
58.0,17,1013.699672
32.0,17,1013.699678
80.0,17,1013.699685
32.0,17,1013.699692
58.0,17,1014.178239
44.0,17,1014.178296
80.0,17,1014.178307
62.0,17,1014.178316
32.0,17,1014.178324
44.0,17,1014.178331
54.0,17,1014.178339
66.0,17,1014.178347
80.0,17,1014.674244
80.0,17,1014.674297
80.0,17,1014.674306
54.0,17,1014.674314
80.0,17,1014.674321
54.0,17,1014.674328
80.0,17,1014.674335
54.0,17,1014.674341
54.0,17,1015.146264
80.0,17,1015.146318
80.0,17,1015.14633
32.0,17,1015.146339
80.0,17,1015.146347
54.0,17,1015.146355
54.0,17,1015.146363
62.0,17,1015.14637
36.0,17,1015.61842
18.0,17,1015.618474
32.0,17,1015.618484
36.0,17,1015.618491
32.0,17,1015.618498
32.0,17,1015.618505
40.0,17,1015.618512
14.0,17,1015.618518
32.0,17,1016.087496
54.0,17,1016.087548
80.0,17,1016.087558
58.0,17,1016.087565
54.0,17,1016.087572
58.0,17,1016.087579
32.0,17,1016.087586
62.0,17,1016.087593
58.0,17,1016.529313
80.0,17,1016.529368
36.0,17,1016.52938
80.0,17,1016.529389
54.0,17,1016.529397
54.0,17,1016.529405
58.0,17,1016.529413
36.0,17,1016.529421
58.0,17,1016.978222
54.0,17,1016.978271
80.0,17,1016.978281
80.0,17,1016.978288
80.0,17,1016.978295
32.0,17,1016.978302
32.0,17,1016.978309
54.0,17,1016.978315
36.0,17,1017.438859
32.0,17,1017.438914
54.0,17,1017.438924
26.0,17,1017.438931
54.0,17,1017.438938
66.0,17,1017.438945
40.0,17,1017.438951
58.0,17,1017.438958
54.0,17,1017.918385
80.0,17,1017.918445
54.0,17,1017.918458
32.0,17,1017.918467
58.0,17,1017.918476
58.0,17,1017.918484
54.0,17,1017.918491
80.0,17,1017.918499
54.0,17,1018.386787
66.0,17,1018.386845
54.0,17,1018.38686
44.0,17,1018.386869
62.0,17,1018.386878
80.0,17,1018.386887
40.0,17,1018.386896
14.0,17,1018.386904
80.0,17,1018.8518
32.0,17,1018.851852
48.0,17,1018.851863
62.0,17,1018.85187
54.0,17,1018.851877
54.0,17,1018.851884
80.0,17,1018.85189
58.0,17,1018.851896
36.0,17,1019.335333
32.0,17,1019.335387
58.0,17,1019.335397
58.0,17,1019.335404
32.0,17,1019.335411
80.0,17,1019.335418
48.0,17,1019.335425
48.0,17,1019.335431
32.0,17,1019.778602
80.0,17,1019.778659
66.0,17,1019.778671
14.0,17,1019.77868
32.0,17,1019.778688
58.0,17,1019.778696
40.0,17,1019.778704
58.0,17,1019.778711
80.0,17,1020.23986
80.0,17,1020.239919
54.0,17,1020.239933
32.0,17,1020.239943
54.0,17,1020.239952
62.0,17,1020.23996
36.0,17,1020.239968
36.0,17,1020.239976
32.0,17,1020.721453
32.0,17,1020.721509
54.0,17,1020.721519
54.0,17,1020.721526
62.0,17,1020.721532
32.0,17,1020.721539
40.0,17,1020.721546
80.0,17,1020.721552
32.0,17,1021.18568
40.0,17,1021.185732
32.0,17,1021.185741
54.0,17,1021.185748
32.0,17,1021.185755
32.0,17,1021.185761
32.0,17,1021.185768
32.0,17,1021.185775
54.0,17,1021.651866
66.0,17,1021.65192
32.0,17,1021.651935
32.0,17,1021.651945
80.0,17,1021.651953
36.0,17,1021.651962
32.0,17,1021.65197
58.0,17,1021.651978
54.0,17,1022.13101
32.0,17,1022.131064
62.0,17,1022.131075
54.0,17,1022.131084
62.0,17,1022.131091
58.0,17,1022.131098
80.0,17,1022.131104
58.0,17,1022.131109
48.0,17,1022.603687
54.0,17,1022.603747
66.0,17,1022.603762
54.0,17,1022.603771
58.0,17,1022.603779
54.0,17,1022.603788
80.0,17,1022.603795
58.0,17,1022.603803
66.0,17,1023.090691
54.0,17,1023.090751
58.0,17,1023.090765
54.0,17,1023.090775
80.0,17,1023.090783
32.0,17,1023.090791
62.0,17,1023.090799
32.0,17,1023.090806
58.0,17,1023.568286
32.0,17,1023.568341
32.0,17,1023.568351
58.0,17,1023.568357
80.0,17,1023.568364
18.0,17,1023.568371
32.0,17,1023.568377
58.0,17,1023.568384
36.0,17,1024.039689
54.0,17,1024.039743
62.0,17,1024.039755
40.0,17,1024.039763
32.0,17,1024.039772
80.0,17,1024.03978
32.0,17,1024.039788
58.0,17,1024.039796
80.0,17,1024.526726
80.0,17,1024.526806
32.0,17,1024.526817
66.0,17,1024.526825
48.0,17,1024.526832
54.0,17,1024.526839
54.0,17,1024.526848
32.0,17,1024.526855
32.0,17,1025.030494
80.0,17,1025.03055
80.0,17,1025.030564
32.0,17,1025.030573
40.0,17,1025.030581
80.0,17,1025.030588
54.0,17,1025.030596
54.0,17,1025.030604
58.0,17,1025.503588
54.0,17,1025.503644
66.0,17,1025.503659
62.0,17,1025.503668
40.0,17,1025.503675
32.0,17,1025.503683
40.0,17,1025.503691
80.0,17,1025.503699
32.0,17,1026.016113
32.0,17,1026.016188
54.0,17,1026.016198
66.0,17,1026.016206
40.0,17,1026.016212
58.0,17,1026.016219
32.0,17,1026.016226
14.0,17,1026.016232
48.0,17,1026.503733
66.0,17,1026.503801
62.0,17,1026.503811
58.0,17,1026.503818
66.0,17,1026.503825
40.0,17,1026.503831
58.0,17,1026.503838
14.0,17,1026.503845
32.0,17,1026.975137
40.0,17,1026.975199
66.0,17,1026.975212
54.0,17,1026.975221
48.0,17,1026.975229
54.0,17,1026.975236
58.0,17,1026.975244
54.0,17,1026.975251
58.0,17,1027.443958
36.0,17,1027.44402
32.0,17,1027.444035
32.0,17,1027.444045
80.0,17,1027.444053
54.0,17,1027.444061
54.0,17,1027.444069
54.0,17,1027.444077
58.0,17,1027.961863
32.0,17,1027.961938
54.0,17,1027.961948
48.0,17,1027.961955
40.0,17,1027.961962
62.0,17,1027.961968
32.0,17,1027.961975
58.0,17,1027.961981
32.0,17,1028.44443
54.0,17,1028.444486
80.0,17,1028.444499
44.0,17,1028.444509
54.0,17,1028.444518
62.0,17,1028.444526
48.0,17,1028.444534
80.0,17,1028.444541
58.0,17,1028.942957
54.0,17,1028.943007
32.0,17,1028.943017
32.0,17,1028.943025
58.0,17,1028.943031
40.0,17,1028.943038
80.0,17,1028.943045
40.0,17,1028.943052
54.0,17,1029.416208
54.0,17,1029.416265
80.0,17,1029.416278
80.0,17,1029.416286
62.0,17,1029.416294
80.0,17,1029.416301
80.0,17,1029.416309
80.0,17,1029.416317
40.0,17,1029.860386
80.0,17,1029.860443
54.0,17,1029.860456
66.0,17,1029.860466
58.0,17,1029.860474
32.0,17,1029.860482
54.0,17,1029.860489
54.0,17,1029.860497
32.0,17,1030.318515
54.0,17,1030.318568
54.0,17,1030.318578
58.0,17,1030.318585
32.0,17,1030.318598
48.0,17,1030.318605
54.0,17,1030.318612
32.0,17,1030.318618
66.0,17,1030.793975
44.0,17,1030.794034
62.0,17,1030.794049
80.0,17,1030.794059
58.0,17,1030.794067
32.0,17,1030.794075
44.0,17,1030.794084
32.0,17,1030.794092
40.0,17,1031.235577
58.0,17,1031.23563
